latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-3.3251,105.0225,329.6,1,1,2023-09-13,0254,Terra,MODIS,65,61.03,300.5,18.4,D,0
-3.3461,105.0412,328.3,1,1,2023-09-13,0254,Terra,MODIS,48,61.03,302.6,16.9,D,0
-3.4147,104.6923,319.5,1.1,1,2023-09-13,0254,Terra,MODIS,58,61.03,299,8.3,D,0
-3.3782,105.4053,323.1,1.9,1.3,2023-09-13,0715,Aqua,MODIS,43,61.03,301.5,26.8,D,0
-3.4496,104.6921,317.6,1.7,1.3,2023-09-13,0715,Aqua,MODIS,40,61.03,294.3,14.3,D,0
-3.3549,105.0307,324.6,1.8,1.3,2023-09-13,0715,Aqua,MODIS,49,61.03,299.5,28.3,D,0
-3.2737,105.3327,322,1.9,1.3,2023-09-13,0715,Aqua,MODIS,51,61.03,299.1,23.6,D,0
-3.3223,105.0097,336.7,1.8,1.3,2023-09-13,0715,Aqua,MODIS,87,61.03,302.1,64.9,D,0
-3.2618,105.3309,327.3,1.9,1.3,2023-09-13,0715,Aqua,MODIS,64,61.03,300.9,37.6,D,0
-3.2247,105.2842,328.7,1.9,1.3,2023-09-13,0715,Aqua,MODIS,68,61.03,299.8,43.7,D,0
-3.2128,105.2824,332,1.9,1.3,2023-09-13,0715,Aqua,MODIS,83,61.03,299.1,55.4,D,0
-3.2009,105.2806,329.9,1.9,1.3,2023-09-13,0715,Aqua,MODIS,81,61.03,298.2,48.6,D,0
-3.1699,104.7233,324.6,1.7,1.3,2023-09-13,0715,Aqua,MODIS,58,61.03,300.8,22,D,0
-3.1608,104.7066,327.9,1.7,1.3,2023-09-13,0715,Aqua,MODIS,67,61.03,297.4,29.5,D,0
-3.0883,105.0265,326.9,1.8,1.3,2023-09-13,0715,Aqua,MODIS,67,61.03,295.1,37.4,D,0
-3.0766,105.0247,337.5,1.8,1.3,2023-09-13,0715,Aqua,MODIS,82,61.03,295.1,71.9,D,0
-3.1165,104.6929,324.3,1.7,1.3,2023-09-13,0715,Aqua,MODIS,74,61.03,301,26.9,D,0
-2.8309,106.5234,317.5,2.4,1.5,2023-09-13,0715,Aqua,MODIS,33,61.03,297.4,25.4,D,0
-3.3521,105.0334,309.2,1.2,1.1,2023-09-13,1513,Terra,MODIS,76,61.03,295.1,9.6,N,0
-3.5251,104.8761,303.2,1.1,1.1,2023-09-13,1513,Terra,MODIS,53,61.03,292.9,5.2,N,0
-3.4344,104.8669,313.9,1.1,1.1,2023-09-13,1513,Terra,MODIS,88,61.03,294.9,13.7,N,0
-3.4358,104.8567,306.3,1.1,1.1,2023-09-13,1513,Terra,MODIS,62,61.03,293.8,6.9,N,0
-3.4154,104.8641,306.9,1.1,1.1,2023-09-13,1513,Terra,MODIS,69,61.03,293.1,7.2,N,0
-3.3536,105.023,310.9,1.2,1.1,2023-09-13,1513,Terra,MODIS,81,61.03,295.5,11.1,N,0
-3.3345,105.0202,313.1,1.2,1.1,2023-09-13,1513,Terra,MODIS,74,61.03,295.5,11.8,N,0
-3.3299,105.0244,324.8,1.2,1.1,2023-09-13,1513,Terra,MODIS,100,61.03,296,27.4,N,0
-3.3314,105.014,326.2,1.2,1.1,2023-09-13,1513,Terra,MODIS,100,61.03,296.4,28.5,N,0
-3.3203,105.023,311,1.2,1.1,2023-09-13,1513,Terra,MODIS,81,61.03,294.6,11.5,N,0
-3.3218,105.0126,337.7,1.2,1.1,2023-09-13,1513,Terra,MODIS,100,61.03,298.7,48,N,0
-3.3233,105.0022,313,1.2,1.1,2023-09-13,1513,Terra,MODIS,86,61.03,295.6,12.5,N,0
-3.2671,105.3291,313.1,1.2,1.1,2023-09-13,1513,Terra,MODIS,86,61.03,294.8,13.8,N,0
-3.3122,105.0112,334.3,1.2,1.1,2023-09-13,1513,Terra,MODIS,100,61.03,296.9,41.8,N,0
-3.3137,105.0008,335.4,1.2,1.1,2023-09-13,1513,Terra,MODIS,100,61.03,298.1,43.9,N,0
-3.3151,104.9905,304.8,1.2,1.1,2023-09-13,1513,Terra,MODIS,60,61.03,294.7,6.1,N,0
-3.3041,104.9995,312.8,1.2,1.1,2023-09-13,1513,Terra,MODIS,85,61.03,293.9,12.8,N,0
-3.223,105.2896,311.7,1.2,1.1,2023-09-13,1513,Terra,MODIS,83,61.03,295,11.6,N,0
-3.2477,105.1192,310.6,1.2,1.1,2023-09-13,1513,Terra,MODIS,80,61.03,294.5,10.8,N,0
-3.2492,105.1087,304.2,1.2,1.1,2023-09-13,1513,Terra,MODIS,37,61.03,294,5.3,N,0
-3.2035,105.2868,305.8,1.2,1.1,2023-09-13,1513,Terra,MODIS,45,61.03,294.1,6.1,N,0
-3.205,105.276,313.2,1.2,1.1,2023-09-13,1513,Terra,MODIS,86,61.03,294.8,12.9,N,0
-3.2019,105.2802,313.3,1.2,1.1,2023-09-13,1513,Terra,MODIS,86,61.03,294.6,13.5,N,0
-3.1502,105.088,306.2,1.2,1.1,2023-09-13,1513,Terra,MODIS,66,61.03,294.4,6.8,N,0
-3.1518,105.0775,308.2,1.2,1.1,2023-09-13,1513,Terra,MODIS,73,61.03,294.2,8.5,N,0
-3.1406,105.0865,314.4,1.2,1.1,2023-09-13,1513,Terra,MODIS,89,61.03,294.8,13.8,N,0
-3.1697,104.7175,319.6,1.1,1.1,2023-09-13,1513,Terra,MODIS,99,61.03,293.2,18.6,N,0
-3.1712,104.7074,325.8,1.1,1.1,2023-09-13,1513,Terra,MODIS,100,61.03,294.3,26.4,N,0
-3.1726,104.6974,309.4,1.1,1.1,2023-09-13,1513,Terra,MODIS,77,61.03,294,8.9,N,0
-3.1077,105.0866,334.1,1.2,1.1,2023-09-13,1513,Terra,MODIS,100,61.03,297.2,42.6,N,0
-3.1092,105.0761,319.7,1.2,1.1,2023-09-13,1513,Terra,MODIS,99,61.03,295.4,20.6,N,0
-3.1589,104.7262,308.4,1.1,1.1,2023-09-13,1513,Terra,MODIS,74,61.03,293.2,9,N,0
-3.1603,104.7161,305.4,1.1,1.1,2023-09-13,1513,Terra,MODIS,51,61.03,293.2,6,N,0
-3.1617,104.706,314.2,1.1,1.1,2023-09-13,1513,Terra,MODIS,80,61.03,293.6,12.6,N,0
-3.1632,104.696,323.7,1.1,1.1,2023-09-13,1513,Terra,MODIS,100,61.03,294.6,23.5,N,0
-3.098,105.0852,308.8,1.2,1.1,2023-09-13,1513,Terra,MODIS,75,61.03,293.3,10.2,N,0
-3.0995,105.0747,312.1,1.2,1.1,2023-09-13,1513,Terra,MODIS,84,61.03,294.2,13.3,N,0
-3.1348,104.6919,305.8,1.1,1.1,2023-09-13,1513,Terra,MODIS,64,61.03,293.1,6.3,N,0
-3.1363,104.6819,309.2,1.1,1.1,2023-09-13,1513,Terra,MODIS,76,61.03,293.4,9,N,0
-2.6418,106.266,304.2,1.4,1.2,2023-09-13,1513,Terra,MODIS,58,61.03,291.7,8.4,N,0
-2.6437,106.2533,305.6,1.4,1.2,2023-09-13,1513,Terra,MODIS,65,61.03,291,9.8,N,0
-2.8153,104.6212,317.5,1.1,1.1,2023-09-13,1513,Terra,MODIS,95,61.03,293.3,17.2,N,0
-3.4624,105.4105,312.3,3.4,1.7,2023-09-14,0619,Aqua,MODIS,62,61.03,290.8,38,D,0
-3.385,105.3997,325.4,3.4,1.7,2023-09-14,0619,Aqua,MODIS,77,61.03,293.8,99,D,0
-3.4208,105.3999,312.2,3.4,1.7,2023-09-14,0619,Aqua,MODIS,34,61.03,291.5,33.5,D,0
-3.3898,105.3957,316.4,3.4,1.7,2023-09-14,0619,Aqua,MODIS,25,61.03,292.3,47.4,D,0
-3.4739,105.4193,312.4,3.4,1.7,2023-09-14,0619,Aqua,MODIS,63,61.03,291,35.7,D,0
-3.3966,104.8814,348.7,3.8,1.8,2023-09-14,0619,Aqua,MODIS,82,61.03,291.6,363.5,D,0
-3.3997,104.9086,319,3.7,1.8,2023-09-14,0619,Aqua,MODIS,74,61.03,290.6,68.3,D,0
-3.4045,104.8755,345.1,3.8,1.8,2023-09-14,0619,Aqua,MODIS,93,61.03,291,314.4,D,0
-3.3333,105.032,319.4,3.6,1.8,2023-09-14,0619,Aqua,MODIS,40,61.03,293.6,60.1,D,0
-3.3378,104.9998,320.6,3.7,1.8,2023-09-14,0619,Aqua,MODIS,50,61.03,293.8,68.6,D,0
-3.2783,105.3115,314,3.4,1.7,2023-09-14,0619,Aqua,MODIS,65,61.03,292.1,39.8,D,0
-3.3219,104.9976,322.1,3.7,1.8,2023-09-14,0619,Aqua,MODIS,47,61.03,292.4,76.4,D,0
-3.1331,104.6888,313.7,3.8,1.8,2023-09-14,0619,Aqua,MODIS,56,61.03,291.6,44,D,0
-2.1756,105.8189,310.4,3,1.7,2023-09-14,0619,Aqua,MODIS,25,61.03,290.6,21.4,D,0
-2.1747,105.8118,313.7,3,1.7,2023-09-14,0619,Aqua,MODIS,45,61.03,290.2,34.7,D,0
-2.8079,104.6296,310.2,1.2,1.1,2023-09-14,1842,Aqua,MODIS,79,61.03,291.2,11.5,N,0
-2.8178,104.6282,308.8,1.2,1.1,2023-09-14,1842,Aqua,MODIS,76,61.03,290.7,10.6,N,0
-3.1011,105.0843,302.6,1.2,1.1,2023-09-14,1842,Aqua,MODIS,50,61.03,289.1,6,N,0
-3.1409,105.0889,305.7,1.2,1.1,2023-09-14,1842,Aqua,MODIS,65,61.03,290.5,7.4,N,0
-3.1449,105.0826,303.5,1.2,1.1,2023-09-14,1842,Aqua,MODIS,56,61.03,290.7,6.6,N,0
-3.1371,104.7073,306,1.2,1.1,2023-09-14,1842,Aqua,MODIS,66,61.03,290.6,8.5,N,0
-3.1387,104.7181,302.7,1.2,1.1,2023-09-14,1842,Aqua,MODIS,51,61.03,291.1,5.9,N,0
-3.2737,105.326,313.1,1.1,1.1,2023-09-14,1842,Aqua,MODIS,86,61.03,291.4,13.8,N,0
-3.2753,105.3359,306.1,1.1,1.1,2023-09-14,1842,Aqua,MODIS,67,61.03,290.5,7.9,N,0
-3.3021,104.9999,312.9,1.2,1.1,2023-09-14,1842,Aqua,MODIS,86,61.03,294.7,13,N,0
-3.3036,105.0103,312.6,1.2,1.1,2023-09-14,1842,Aqua,MODIS,85,61.03,294.4,12.6,N,0
-3.3052,105.0206,307.4,1.2,1.1,2023-09-14,1842,Aqua,MODIS,71,61.03,293.2,8.1,N,0
-3.3101,104.9882,311.8,1.2,1.1,2023-09-14,1842,Aqua,MODIS,83,61.03,292.7,12.8,N,0
-3.3117,104.9985,315.2,1.2,1.1,2023-09-14,1842,Aqua,MODIS,91,61.03,293.7,15.1,N,0
-3.3132,105.0089,321.9,1.2,1.1,2023-09-14,1842,Aqua,MODIS,100,61.03,295.5,22,N,0
-3.3147,105.0192,322.4,1.2,1.1,2023-09-14,1842,Aqua,MODIS,92,61.03,295,22,N,0
-3.3186,105.013,319.7,1.2,1.1,2023-09-14,1842,Aqua,MODIS,99,61.03,295.1,19.7,N,0
-3.3202,105.0233,313.6,1.2,1.1,2023-09-14,1842,Aqua,MODIS,34,61.03,294.2,12.4,N,0
-3.3298,105.0219,329.7,1.2,1.1,2023-09-14,1842,Aqua,MODIS,100,61.03,295.1,33.2,N,0
-3.3409,105.0308,324.7,1.2,1.1,2023-09-14,1842,Aqua,MODIS,100,61.03,294.5,25.8,N,0
-3.3425,105.0411,315.2,1.2,1.1,2023-09-14,1842,Aqua,MODIS,69,61.03,293.7,14.7,N,0
-3.3505,105.0294,307.1,1.2,1.1,2023-09-14,1842,Aqua,MODIS,43,61.03,293.1,8.2,N,0
-3.3878,104.8859,307.5,1.2,1.1,2023-09-14,1842,Aqua,MODIS,72,61.03,293.4,8.8,N,0
-3.3895,104.8788,313.5,1.2,1.1,2023-09-14,1842,Aqua,MODIS,87,61.03,293.6,14.9,N,0
-3.3911,104.8892,312.7,1.2,1.1,2023-09-14,1842,Aqua,MODIS,86,61.03,293.4,14.2,N,0
-3.5051,104.8987,312.4,1.2,1.1,2023-09-14,1842,Aqua,MODIS,85,61.03,291.4,13.3,N,0
-3.5659,104.911,301.6,1.2,1.1,2023-09-14,1842,Aqua,MODIS,43,61.03,291.3,5.3,N,0
-3.5675,104.9214,305.8,1.2,1.1,2023-09-14,1842,Aqua,MODIS,66,61.03,291.2,8.4,N,0
-3.0531,105.3037,317,1.8,1.3,2023-09-15,0238,Terra,MODIS,31,61.03,298.8,19.2,D,0
-3.0366,104.9824,316.2,1.9,1.4,2023-09-15,0238,Terra,MODIS,65,61.03,292.5,21,D,0
-3.0391,104.9992,318.1,1.9,1.3,2023-09-15,0238,Terra,MODIS,70,61.03,290.2,26.3,D,0
-3.1224,104.6986,357.3,2,1.4,2023-09-15,0238,Terra,MODIS,98,61.03,298.1,196.2,D,0
-3.1251,104.7162,329,2,1.4,2023-09-15,0238,Terra,MODIS,82,61.03,296.3,50.5,D,0
-3.1347,104.6968,332.2,2,1.4,2023-09-15,0238,Terra,MODIS,85,61.03,298.7,64.1,D,0
-3.1373,104.7145,322.4,2,1.4,2023-09-15,0238,Terra,MODIS,76,61.03,298,30.1,D,0
-3.2743,105.3332,317.7,1.8,1.3,2023-09-15,0238,Terra,MODIS,39,61.03,297.4,16.7,D,0
-3.2859,105.3316,330.2,1.8,1.3,2023-09-15,0238,Terra,MODIS,83,61.03,298.5,49.1,D,0
-3.3106,105.015,322.3,1.9,1.3,2023-09-15,0238,Terra,MODIS,38,61.03,297.6,26.6,D,0
-3.3162,105.0073,325.6,1.9,1.3,2023-09-15,0238,Terra,MODIS,49,61.03,297.4,34.1,D,0
-3.3774,105.4067,318.9,1.8,1.3,2023-09-15,0238,Terra,MODIS,28,61.03,300.7,17.6,D,0
-3.3798,105.422,323,1.7,1.3,2023-09-15,0238,Terra,MODIS,76,61.03,301.9,26.2,D,0
-3.3306,105.0221,334.5,1.9,1.3,2023-09-15,0238,Terra,MODIS,83,61.03,299.5,59.5,D,0
-3.345,105.0369,322.2,1.9,1.3,2023-09-15,0238,Terra,MODIS,30,61.03,297.6,25.3,D,0
-3.402,104.8861,318,1.9,1.4,2023-09-15,0238,Terra,MODIS,63,61.03,297.8,20.4,D,0
-3.5198,104.8963,328,1.9,1.3,2023-09-15,0238,Terra,MODIS,79,61.03,298.6,43.4,D,0
-3.57,104.9061,321.5,1.9,1.3,2023-09-15,0238,Terra,MODIS,64,61.03,298.2,26.7,D,0
-3.5725,104.9228,327.1,1.9,1.3,2023-09-15,0238,Terra,MODIS,80,61.03,298.1,42.4,D,0
-3.5664,104.9178,325.6,1.9,1.3,2023-09-15,0238,Terra,MODIS,79,61.03,298,38.5,D,0
-3.5783,104.9161,328.5,1.9,1.3,2023-09-15,0238,Terra,MODIS,82,61.03,298.6,48.8,D,0
-2.6882,106.0639,322.2,1.2,1.1,2023-09-15,0701,Aqua,MODIS,71,61.03,300.8,12.8,D,0
-3.5609,105.6329,318,1.1,1.1,2023-09-15,0701,Aqua,MODIS,49,61.03,300,7.5,D,0
-3.587,104.8998,324.8,1,1,2023-09-15,0701,Aqua,MODIS,67,61.03,306.2,10.9,D,0
-3.5752,104.917,335.1,1,1,2023-09-15,0701,Aqua,MODIS,85,61.03,305.9,24.8,D,0
-3.5661,104.9156,370.3,1,1,2023-09-15,0701,Aqua,MODIS,100,61.03,306.4,110.7,D,0
-3.5675,104.9064,344.8,1,1,2023-09-15,0701,Aqua,MODIS,92,61.03,305.2,40.6,D,0
-3.4954,105.3422,322.8,1.1,1,2023-09-15,0701,Aqua,MODIS,71,61.03,302,13.8,D,0
-3.4861,105.3408,325.4,1.1,1,2023-09-15,0701,Aqua,MODIS,75,61.03,300.7,16.1,D,0
-3.4429,105.5729,327.5,1.1,1.1,2023-09-15,0701,Aqua,MODIS,78,61.03,301.3,19.7,D,0
-3.4443,105.563,323.1,1.1,1,2023-09-15,0701,Aqua,MODIS,61,61.03,302.3,13.8,D,0
-3.4336,105.5715,320.7,1.1,1.1,2023-09-15,0701,Aqua,MODIS,63,61.03,300.5,11.5,D,0
-3.435,105.5616,321.8,1.1,1,2023-09-15,0701,Aqua,MODIS,66,61.03,301.6,12.6,D,0
-3.5322,104.8947,335.6,1,1,2023-09-15,0701,Aqua,MODIS,81,61.03,301.9,24.1,D,0
-3.5499,104.709,327,1,1,2023-09-15,0701,Aqua,MODIS,77,61.03,304,16.4,D,0
-3.4249,105.5001,319.4,1.1,1,2023-09-15,0701,Aqua,MODIS,64,61.03,299.8,11,D,0
-3.4192,105.4098,318.6,1.1,1,2023-09-15,0701,Aqua,MODIS,38,61.03,302.4,8.3,D,0
-3.5274,104.5474,339.1,1,1,2023-09-15,0701,Aqua,MODIS,88,61.03,300.6,33.9,D,0
-3.5288,104.5383,327.2,1,1,2023-09-15,0701,Aqua,MODIS,73,61.03,300.7,16.6,D,0
-3.3834,105.4185,328,1.1,1,2023-09-15,0701,Aqua,MODIS,52,61.03,305.3,15.8,D,0
-3.3677,105.3963,328,1.1,1,2023-09-15,0701,Aqua,MODIS,49,61.03,303.8,14.5,D,0
-3.3719,105.3673,330,1.1,1,2023-09-15,0701,Aqua,MODIS,80,61.03,300.1,22.8,D,0
-3.4461,104.8573,336.9,1,1,2023-09-15,0701,Aqua,MODIS,60,61.03,307.2,25.7,D,0
-3.3612,105.3756,373.2,1.1,1,2023-09-15,0701,Aqua,MODIS,100,61.03,299.2,133.1,D,0
-3.3626,105.366,354,1.1,1,2023-09-15,0701,Aqua,MODIS,97,61.03,299.2,70.8,D,0
-3.4266,104.8639,331.1,1,1,2023-09-15,0701,Aqua,MODIS,57,61.03,303.6,18,D,0
-3.4521,104.6889,325.4,1,1,2023-09-15,0701,Aqua,MODIS,75,61.03,304.2,12,D,0
-3.4535,104.6797,339.7,1,1,2023-09-15,0701,Aqua,MODIS,89,61.03,304.2,32.8,D,0
-3.4175,104.8625,326.1,1,1,2023-09-15,0701,Aqua,MODIS,71,61.03,300.7,13,D,0
-3.3461,105.0361,349.1,1.1,1,2023-09-15,0701,Aqua,MODIS,93,61.03,308.8,52.2,D,0
-3.3474,105.0267,362.2,1.1,1,2023-09-15,0701,Aqua,MODIS,100,61.03,306.8,86.9,D,0
-3.3704,104.868,328.1,1,1,2023-09-15,0701,Aqua,MODIS,62,61.03,299.9,17,D,0
-3.3383,105.0253,355.1,1.1,1,2023-09-15,0701,Aqua,MODIS,97,61.03,308.6,64.3,D,0
-3.2848,105.3283,332.2,1.1,1,2023-09-15,0701,Aqua,MODIS,68,61.03,305.7,21.8,D,0
-3.3305,105.0146,373.4,1.1,1,2023-09-15,0701,Aqua,MODIS,100,61.03,313,123.4,D,0
-3.3214,105.0133,351.4,1.1,1,2023-09-15,0701,Aqua,MODIS,86,61.03,306.7,54.8,D,0
-3.3227,105.0039,341.1,1.1,1,2023-09-15,0701,Aqua,MODIS,75,61.03,299.6,34,D,0
-3.3241,104.9945,336,1.1,1,2023-09-15,0701,Aqua,MODIS,81,61.03,298.4,28.4,D,0
-3.3072,104.9825,366.7,1.1,1,2023-09-15,0701,Aqua,MODIS,100,61.03,304.4,105,D,0
-3.3415,104.6848,322.3,1,1,2023-09-15,0701,Aqua,MODIS,40,61.03,296.4,10.7,D,0
-3.2541,105.216,318.3,1.1,1,2023-09-15,0701,Aqua,MODIS,52,61.03,302.1,7.6,D,0
-3.2985,104.9144,338.1,1.1,1,2023-09-15,0701,Aqua,MODIS,87,61.03,300.9,34.5,D,0
-3.3012,104.8958,317.9,1,1,2023-09-15,0701,Aqua,MODIS,36,61.03,298.5,8.1,D,0
-3.2267,105.2942,325.3,1.1,1,2023-09-15,0701,Aqua,MODIS,63,61.03,301.7,14.3,D,0
-3.3148,104.6845,321.1,1,1,2023-09-15,0701,Aqua,MODIS,35,61.03,301.8,8,D,0
-3.2175,105.2929,322.7,1.1,1,2023-09-15,0701,Aqua,MODIS,67,61.03,303,11.7,D,0
-3.2096,105.2819,328.9,1.1,1,2023-09-15,0701,Aqua,MODIS,79,61.03,303.8,19.3,D,0
-3.1129,105.6171,318,1.1,1.1,2023-09-15,0701,Aqua,MODIS,61,61.03,299.4,9.4,D,0
-3.1914,105.0845,320.1,1.1,1,2023-09-15,0701,Aqua,MODIS,66,61.03,303,8.6,D,0
-3.1369,105.2744,324.6,1.1,1,2023-09-15,0701,Aqua,MODIS,54,61.03,301.6,13,D,0
-3.129,105.2635,353.2,1.1,1,2023-09-15,0701,Aqua,MODIS,96,61.03,301.9,67,D,0
-3.1787,104.856,323.4,1,1,2023-09-15,0701,Aqua,MODIS,52,61.03,305.2,9.1,D,0
-2.9104,106.5604,317.5,1.3,1.1,2023-09-15,0701,Aqua,MODIS,58,61.03,300.3,10.1,D,0
-2.9121,106.5492,317.9,1.3,1.1,2023-09-15,0701,Aqua,MODIS,53,61.03,300.9,9.7,D,0
-2.9267,106.3813,321.1,1.2,1.1,2023-09-15,0701,Aqua,MODIS,69,61.03,301.9,11.7,D,0
-3.0898,105.2087,336.3,1.1,1,2023-09-15,0701,Aqua,MODIS,86,61.03,302.9,32.5,D,0
-3.0912,105.1992,328.8,1.1,1,2023-09-15,0701,Aqua,MODIS,79,61.03,301.7,21.2,D,0
-3.0968,105.161,330.3,1.1,1,2023-09-15,0701,Aqua,MODIS,81,61.03,301.5,22.6,D,0
-3.0982,105.1515,323.9,1.1,1,2023-09-15,0701,Aqua,MODIS,73,61.03,304.7,13.8,D,0
-3.1052,105.104,339.1,1.1,1,2023-09-15,0701,Aqua,MODIS,88,61.03,303.3,35.3,D,0
-2.9021,106.4114,344.9,1.2,1.1,2023-09-15,0701,Aqua,MODIS,92,61.03,302.9,59.3,D,0
-3.0924,105.0634,355.4,1.1,1,2023-09-15,0701,Aqua,MODIS,92,61.03,304.1,67.7,D,0
-3.0832,105.0621,351.9,1.1,1,2023-09-15,0701,Aqua,MODIS,96,61.03,301.5,60.9,D,0
-3.0846,105.0526,363,1.1,1,2023-09-15,0701,Aqua,MODIS,100,61.03,303.4,91.1,D,0
-3.086,105.0432,350,1.1,1,2023-09-15,0701,Aqua,MODIS,95,61.03,302.1,56.2,D,0
-3.1245,104.7818,346.7,1,1,2023-09-15,0701,Aqua,MODIS,76,61.03,298,50.6,D,0
-3.1407,104.6712,320,1,1,2023-09-15,0701,Aqua,MODIS,44,61.03,296.9,9.8,D,0
-3.0784,105.046,324.4,1.1,1,2023-09-15,0701,Aqua,MODIS,74,61.03,297.9,16.1,D,0
-3.1269,104.7104,346.5,1,1,2023-09-15,0701,Aqua,MODIS,93,61.03,299.7,48.8,D,0
-3.1058,104.7922,341,1,1,2023-09-15,0701,Aqua,MODIS,85,61.03,293.1,39.5,D,0
-3.1071,104.7829,330.8,1,1,2023-09-15,0701,Aqua,MODIS,77,61.03,296.2,23.4,D,0
-3.1178,104.7091,350.5,1,1,2023-09-15,0701,Aqua,MODIS,95,61.03,295.7,56.9,D,0
-3.1191,104.6999,348,1,1,2023-09-15,0701,Aqua,MODIS,94,61.03,297.8,51.1,D,0
-3.1205,104.6907,326.1,1,1,2023-09-15,0701,Aqua,MODIS,68,61.03,293.8,15.5,D,0
-3.0509,105.0419,316.5,1.1,1,2023-09-15,0701,Aqua,MODIS,33,61.03,295,8.4,D,0
-3.0353,105.0204,317.6,1.1,1,2023-09-15,0701,Aqua,MODIS,54,61.03,290.8,9.1,D,0
-3.0367,105.011,329.9,1.1,1,2023-09-15,0701,Aqua,MODIS,81,61.03,293.3,23.7,D,0
-3.0394,104.9921,328,1.1,1,2023-09-15,0701,Aqua,MODIS,79,61.03,294.8,20.7,D,0
-3.0303,104.9908,315.4,1.1,1,2023-09-15,0701,Aqua,MODIS,47,61.03,291.6,7,D,0
-3.0074,104.6393,322.1,1,1,2023-09-15,0701,Aqua,MODIS,0,61.03,294.5,14.6,D,0
-2.921,105.1033,328.1,1.1,1,2023-09-15,0701,Aqua,MODIS,79,61.03,291.9,23,D,0
-2.7352,105.4391,359.2,1.1,1.1,2023-09-15,0701,Aqua,MODIS,99,61.03,306.2,86.1,D,0
-2.7367,105.4293,347,1.1,1.1,2023-09-15,0701,Aqua,MODIS,93,61.03,304.9,52.4,D,0
-2.826,104.6192,318.4,1,1,2023-09-15,0701,Aqua,MODIS,53,61.03,299.2,8.3,D,0
-2.8156,104.627,319.5,1,1,2023-09-15,0701,Aqua,MODIS,67,61.03,299.3,9.3,D,0
-2.817,104.6178,317.6,1,1,2023-09-15,0701,Aqua,MODIS,60,61.03,299.3,7.6,D,0
-2.7213,105.2083,319.8,1.1,1,2023-09-15,0701,Aqua,MODIS,67,61.03,300.6,9.7,D,0
-2.4799,106.4319,332.6,1.3,1.1,2023-09-15,0701,Aqua,MODIS,63,61.03,299,29.6,D,0
-2.4816,106.4207,318.6,1.3,1.1,2023-09-15,0701,Aqua,MODIS,40,61.03,297.9,6.3,D,0
-2.5026,106.2769,325.7,1.2,1.1,2023-09-15,0701,Aqua,MODIS,75,61.03,303,15.1,D,0
-2.4356,106.2379,323.1,1.2,1.1,2023-09-15,0701,Aqua,MODIS,63,61.03,304.2,11.2,D,0
-2.4045,106.2444,322.2,1.2,1.1,2023-09-15,0701,Aqua,MODIS,62,61.03,302.5,10.1,D,0
-1.9792,105.3089,316.5,1.1,1.1,2023-09-15,0701,Aqua,MODIS,63,61.03,289.5,10.9,D,0
-1.7742,105.5845,321.2,1.2,1.1,2023-09-15,0701,Aqua,MODIS,61,61.03,299.3,12.7,D,0
-1.7757,105.5743,330.3,1.2,1.1,2023-09-15,0701,Aqua,MODIS,71,61.03,295.4,26.8,D,0
-1.581,105.5126,321.1,1.2,1.1,2023-09-15,0701,Aqua,MODIS,64,61.03,302.9,10.3,D,0
-3.5547,104.7065,305.2,1.1,1.1,2023-09-15,1456,Terra,MODIS,63,61.03,294.1,4.9,N,0
-3.3279,105.0198,343.1,1.1,1,2023-09-15,1456,Terra,MODIS,100,61.03,298,51,N,0
-3.3385,105.0115,316.7,1.1,1,2023-09-15,1456,Terra,MODIS,87,61.03,295.6,13.1,N,0
-3.3371,105.0211,338.4,1.1,1,2023-09-15,1456,Terra,MODIS,100,61.03,298,42,N,0
-3.3215,105.013,350.1,1.1,1,2023-09-15,1456,Terra,MODIS,100,61.03,299.6,68.2,N,0
-3.3358,105.0306,312.1,1.1,1,2023-09-15,1456,Terra,MODIS,21,61.03,294.8,8.6,N,0
-3.3477,105.0128,306.7,1.1,1,2023-09-15,1456,Terra,MODIS,45,61.03,294.2,6.1,N,0
-3.3464,105.0224,333.2,1.1,1,2023-09-15,1456,Terra,MODIS,100,61.03,297.4,34.5,N,0
-3.345,105.0319,353,1.1,1,2023-09-15,1456,Terra,MODIS,100,61.03,300.1,74.7,N,0
-3.3955,104.8721,314.7,1.1,1,2023-09-15,1456,Terra,MODIS,89,61.03,295.2,12.8,N,0
-3.3941,104.8818,313.9,1.1,1,2023-09-15,1456,Terra,MODIS,87,61.03,295.2,11.9,N,0
-3.4047,104.8734,306.5,1.1,1,2023-09-15,1456,Terra,MODIS,66,61.03,293.5,6.4,N,0
-3.3476,105.3495,304.3,1.1,1,2023-09-15,1456,Terra,MODIS,32,61.03,294.3,4.4,N,0
-3.3567,105.3508,306.4,1.1,1,2023-09-15,1456,Terra,MODIS,65,61.03,293.8,5.9,N,0
-3.3619,105.3799,304.2,1.1,1,2023-09-15,1456,Terra,MODIS,49,61.03,293.1,4.7,N,0
-3.4928,104.9018,305,1.1,1,2023-09-15,1456,Terra,MODIS,60,61.03,294.3,5.9,N,0
-3.5076,104.8643,303.6,1.1,1,2023-09-15,1456,Terra,MODIS,53,61.03,293.4,4.6,N,0
-3.5482,104.7099,308.2,1.1,1.1,2023-09-15,1456,Terra,MODIS,74,61.03,294.3,7.8,N,0
