longitude,latitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
105.741,-2.021,315.8,1.1,1,2023-08-13,0656,Aqua,MODIS,64,61.03,297.3,7.3,D,0
105.634,-2.0085,321.1,1.1,1,2023-08-13,0656,Aqua,MODIS,73,61.03,291.1,13.2,D,0
105.6487,-1.9784,313.6,1.1,1,2023-08-13,0656,Aqua,MODIS,57,61.03,292.5,5.8,D,0
105.3531,-2.0216,336.7,1,1,2023-08-13,0656,Aqua,MODIS,88,61.03,295.4,33.8,D,0
105.5251,-1.9514,313.5,1,1,2023-08-13,0656,Aqua,MODIS,52,61.03,296.2,5.9,D,0
105.5158,-1.9528,312.2,1,1,2023-08-13,0656,Aqua,MODIS,40,61.03,295.3,5,D,0
105.5582,-1.9188,335.2,1,1,2023-08-13,0656,Aqua,MODIS,87,61.03,294.6,30.8,D,0
105.5489,-1.9201,337.1,1,1,2023-08-13,0656,Aqua,MODIS,88,61.03,294.2,34.5,D,0
105.5396,-1.9215,311.8,1,1,2023-08-13,0656,Aqua,MODIS,27,61.03,292.4,4.6,D,0
105.2992,-1.9472,311.2,1,1,2023-08-13,0656,Aqua,MODIS,28,61.03,288,3.7,D,0
105.4233,-1.7911,313.1,1,1,2023-08-13,0656,Aqua,MODIS,54,61.03,295.1,5.1,D,0
105.4986,-1.7245,326.4,1,1,2023-08-13,0656,Aqua,MODIS,79,61.03,294.8,18.8,D,0
105.4338,-1.6505,323.1,1,1,2023-08-13,0656,Aqua,MODIS,75,61.03,300.8,11.9,D,0
106.1595,-2.4025,315.4,1.1,1.1,2023-08-15,0248,Terra,MODIS,59,61.03,290,10.7,D,0
106.1106,-2.7043,321.4,1.1,1.1,2023-08-15,0641,Aqua,MODIS,52,61.03,298,12.9,D,0
106.5338,-2.7933,363.8,1.1,1,2023-08-15,0641,Aqua,MODIS,100,61.03,282.5,104.4,D,0
106.1205,-2.7029,346.4,1.1,1.1,2023-08-15,0641,Aqua,MODIS,94,61.03,296.9,54.8,D,0
106.0117,-2.7183,359.7,1.1,1.1,2023-08-15,0641,Aqua,MODIS,99,61.03,299.6,93.2,D,0
106.124,-2.6968,318.4,1.1,1,2023-08-15,0641,Aqua,MODIS,71,61.03,295.5,10.9,D,0
106.1142,-2.6982,322.8,1.1,1.1,2023-08-15,0641,Aqua,MODIS,76,61.03,297.1,16.1,D,0
106.0154,-2.7126,338,1.1,1.1,2023-08-15,0641,Aqua,MODIS,89,61.03,298.4,40,D,0
106.0055,-2.714,331.6,1.1,1.1,2023-08-15,0641,Aqua,MODIS,84,61.03,298.9,28.5,D,0
105.9843,-2.7075,318.3,1.1,1.1,2023-08-15,0641,Aqua,MODIS,71,61.03,297.9,11.4,D,0
106.2135,-2.5342,314.8,1.1,1,2023-08-15,0641,Aqua,MODIS,54,61.03,295,7.2,D,0
106.2039,-2.5356,327.4,1.1,1,2023-08-15,0641,Aqua,MODIS,81,61.03,297.2,21.7,D,0
105.8194,-2.1692,327.3,1.1,1.1,2023-08-15,0641,Aqua,MODIS,80,61.03,295.7,24.2,D,0
105.7697,-2.0838,317.1,1.1,1.1,2023-08-15,0641,Aqua,MODIS,67,61.03,291.7,13.1,D,0
105.4119,-2.0343,319.5,1.2,1.1,2023-08-15,0641,Aqua,MODIS,73,61.03,293.9,12.7,D,0
105.4015,-2.0358,322.3,1.2,1.1,2023-08-15,0641,Aqua,MODIS,77,61.03,295.4,16.4,D,0
105.5618,-1.9737,319.1,1.2,1.1,2023-08-15,0641,Aqua,MODIS,73,61.03,290.5,13.8,D,0
105.3991,-1.8815,317.7,1.2,1.1,2023-08-15,0641,Aqua,MODIS,56,61.03,295.8,11.6,D,0
106.0044,-1.6434,320.4,1.1,1,2023-08-15,0641,Aqua,MODIS,69,61.03,298.3,12.3,D,0
105.3123,-1.9297,316.3,2.2,1.4,2023-08-17,0627,Aqua,MODIS,70,61.03,294.1,24.9,D,0
107.5828,-3.0336,317.4,1.5,1.2,2023-08-17,0627,Aqua,MODIS,0,61.03,297,15.1,D,0
106.1721,-2.6594,310.3,1.9,1.4,2023-08-17,0627,Aqua,MODIS,46,61.03,290.3,11,D,0
106.1551,-2.6618,311.1,1.9,1.4,2023-08-17,0627,Aqua,MODIS,48,61.03,291.9,13.3,D,0
105.3073,-1.9305,316.9,2.2,1.4,2023-08-17,0627,Aqua,MODIS,70,61.03,294.4,26.5,D,0
106.0719,-2.6185,314.2,2,1.4,2023-08-17,0627,Aqua,MODIS,55,61.03,293,18.5,D,0
106.4336,-2.6783,312.2,2.1,1.4,2023-08-19,1434,Terra,MODIS,84,61.03,290.9,27.5,N,0
106.0231,-1.8339,315.1,1,1,2023-08-20,0256,Terra,MODIS,60,61.03,296.6,5.3,D,0
106.4939,-2.5842,329.5,1,1,2023-08-20,0256,Terra,MODIS,82,61.03,297.5,20.9,D,0
106.3883,-2.8135,318.1,1.1,1,2023-08-20,0654,Aqua,MODIS,63,61.03,296,10.2,D,0
106.2377,-2.8914,327.9,1,1,2023-08-20,0654,Aqua,MODIS,0,61.03,297.4,19.4,D,0
106.1651,-2.8277,320.9,1,1,2023-08-20,0654,Aqua,MODIS,72,61.03,298.2,10.5,D,0
106.1558,-2.8291,345.9,1,1,2023-08-20,0654,Aqua,MODIS,93,61.03,299.4,48.2,D,0
106.3203,-2.6952,315.9,1.1,1,2023-08-20,0654,Aqua,MODIS,38,61.03,296.7,6.5,D,0
106.1793,-2.6229,321.6,1,1,2023-08-20,0654,Aqua,MODIS,55,61.03,292.3,14.1,D,0
106.0434,-2.5963,327.3,1,1,2023-08-20,0654,Aqua,MODIS,79,61.03,297.3,18.5,D,0
105.6445,-1.8992,331.4,1,1,2023-08-20,0654,Aqua,MODIS,83,61.03,291.9,24.4,D,0
105.6354,-1.9005,324,1,1,2023-08-20,0654,Aqua,MODIS,76,61.03,292.1,14.2,D,0
105.6173,-1.9031,324.4,1,1,2023-08-20,0654,Aqua,MODIS,61,61.03,295,14.4,D,0
105.5528,-1.9033,316.4,1,1,2023-08-20,0654,Aqua,MODIS,61,61.03,297.3,5.9,D,0
105.5437,-1.9046,315.6,1,1,2023-08-20,0654,Aqua,MODIS,62,61.03,297.3,5.3,D,0
105.5682,-1.8827,339.7,1,1,2023-08-20,0654,Aqua,MODIS,89,61.03,295.9,34.8,D,0
105.5592,-1.884,326.1,1,1,2023-08-20,0654,Aqua,MODIS,79,61.03,295.5,15.3,D,0
106.4106,-2.6566,314.5,1.1,1.1,2023-08-22,0639,Aqua,MODIS,49,61.03,294.9,6.1,D,0
106.5081,-2.8266,321.7,1.1,1.1,2023-08-22,0639,Aqua,MODIS,69,61.03,305.5,11.2,D,0
106.2936,-2.8384,313.1,1.2,1.1,2023-08-22,0639,Aqua,MODIS,57,61.03,293.5,10.1,D,0
106.1517,-2.8001,317.1,1.2,1.1,2023-08-22,0639,Aqua,MODIS,68,61.03,299.8,8.6,D,0
105.8663,-2.012,321.9,1.2,1.1,2023-08-22,0640,Aqua,MODIS,75,61.03,298.7,15.7,D,0
106.0957,-2.2951,314.2,1.2,1.1,2023-08-22,0640,Aqua,MODIS,60,61.03,299,6.1,D,0
105.8632,-2.2063,345.7,1.2,1.1,2023-08-22,0640,Aqua,MODIS,93,61.03,299,61.1,D,0
105.8526,-2.2078,343.4,1.2,1.1,2023-08-22,0640,Aqua,MODIS,92,61.03,298.6,56.1,D,0
105.8767,-2.0105,322.3,1.2,1.1,2023-08-22,0640,Aqua,MODIS,76,61.03,298.9,15.8,D,0
105.8904,-1.9958,314.5,1.2,1.1,2023-08-22,0640,Aqua,MODIS,63,61.03,296.7,7.9,D,0
106.7018,-3.022,310.8,1,1,2023-08-22,1459,Terra,MODIS,81,61.03,294.8,7.9,N,0
106.7005,-3.0131,304.2,1,1,2023-08-22,1459,Terra,MODIS,27,61.03,293.9,3.6,N,0
105.554,-1.6433,314.2,2.3,1.5,2023-08-24,0625,Aqua,MODIS,57,61.03,291,22.1,D,0
105.9539,-1.7765,304.5,1.5,1.2,2023-08-24,1442,Terra,MODIS,60,61.03,291.6,8.2,N,0
106.8248,-2.9569,318.5,1.2,1.1,2023-08-25,0304,Terra,MODIS,75,61.03,284.5,18.6,D,0
106.8355,-2.9585,321.3,1.2,1.1,2023-08-25,0304,Terra,MODIS,78,61.03,283.4,22.6,D,0
106.3647,-2.8891,324.2,1,1,2023-08-27,0652,Aqua,MODIS,77,61.03,299.7,15,D,0
106.3556,-2.8904,319.4,1,1,2023-08-27,0652,Aqua,MODIS,70,61.03,299.4,9.9,D,0
106.3026,-2.888,317.1,1,1,2023-08-27,0652,Aqua,MODIS,50,61.03,299.2,8,D,0
106.2935,-2.8893,315.9,1,1,2023-08-27,0652,Aqua,MODIS,48,61.03,298.5,6.6,D,0
105.9702,-1.5681,305.3,1.1,1,2023-08-27,1507,Terra,MODIS,28,61.03,294.8,4.8,N,0
106.1579,-2.837,316.5,1.3,1.1,2023-08-29,0638,Aqua,MODIS,67,61.03,298.8,9.2,D,0
106.1634,-2.8357,315,1.3,1.1,2023-08-29,0638,Aqua,MODIS,62,61.03,299,7.1,D,0
106.1258,-2.8108,315.3,1.3,1.1,2023-08-29,0638,Aqua,MODIS,63,61.03,298.1,9.5,D,0
106.6215,-2.6371000000000002,317.1,1.2,1.1,2023-08-29,0638,Aqua,MODIS,53,61.03,300.2,7.4,D,0
105.9927,-2.7272,327,1.3,1.1,2023-08-29,0638,Aqua,MODIS,80,61.03,296.7,27.7,D,0
105.9814,-2.7289,315.3,1.3,1.1,2023-08-29,0638,Aqua,MODIS,64,61.03,296.9,11.1,D,0
106.6201,-2.6275,321.7,1.2,1.1,2023-08-29,0638,Aqua,MODIS,74,61.03,299.8,13.7,D,0
106.1224,-2.2903,320.6,1.2,1.1,2023-08-29,0638,Aqua,MODIS,73,61.03,295.7,14.9,D,0
106.1167,-2.2902,316.6,1.2,1.1,2023-08-29,0638,Aqua,MODIS,35,61.03,296.1,9.3,D,0
105.266,-1.9734,308.6,1.3,1.1,2023-08-29,1450,Terra,MODIS,75,61.03,282.5,12.3,N,0
106.5187,-3.0974,308.3,1,1,2023-08-31,1845,Aqua,MODIS,74,61.03,296.2,6.1,N,0
105.778,-1.8632,309.6,1.4,1.2,2023-09-01,1514,Terra,MODIS,78,61.03,294,12.1,N,0
105.7657,-1.8649,303.8,1.4,1.2,2023-09-01,1514,Terra,MODIS,57,61.03,293.5,6.3,N,0
107.0593,-2.8906,315.7,1,1,2023-09-03,0650,Aqua,MODIS,51,61.03,300.9,7.2,D,0
106.4636,-2.8018,319.4,1,1,2023-09-03,0650,Aqua,MODIS,68,61.03,298.4,8.9,D,0
106.1348,-2.8493,316.7,1,1,2023-09-03,0650,Aqua,MODIS,26,61.03,302.7,5.5,D,0
106.1423,-2.8391,317,1,1,2023-09-03,0650,Aqua,MODIS,38,61.03,302.9,5.5,D,0
106.1335,-2.8404,325.9,1,1,2023-09-03,0650,Aqua,MODIS,69,61.03,302.4,14.9,D,0
106.1676,-2.8263,323.8,1,1,2023-09-03,0650,Aqua,MODIS,75,61.03,304.2,11.9,D,0
106.0291,-2.79,315.5,1,1,2023-09-03,0650,Aqua,MODIS,43,61.03,300.6,7.2,D,0
105.9206,-2.7051,326.2,1,1,2023-09-03,0650,Aqua,MODIS,0,61.03,302.5,15.7,D,0
106.0332,-2.6706,327.8,1,1,2023-09-03,0650,Aqua,MODIS,79,61.03,302.9,17,D,0
106.0243,-2.6719,323,1,1,2023-09-03,0650,Aqua,MODIS,73,61.03,302.5,11.7,D,0
106.1641,-2.559,319.5,1,1,2023-09-03,0650,Aqua,MODIS,62,61.03,302.1,7.7,D,0
106.1552,-2.5603,327.9,1,1,2023-09-03,0650,Aqua,MODIS,79,61.03,302.7,16.6,D,0
105.8413,-2.1637,319,1,1,2023-09-03,0651,Aqua,MODIS,66,61.03,299.5,9.4,D,0
105.2596,-1.9069,321.1,1,1,2023-09-03,0651,Aqua,MODIS,51,61.03,303.4,8.1,D,0
105.8279,-1.7425,317.1,1,1,2023-09-03,0651,Aqua,MODIS,44,61.03,297.6,6.2,D,0
105.8324,-2.165,333.5,1,1,2023-09-03,0651,Aqua,MODIS,84,61.03,296.6,26.7,D,0
106.7503,-2.5602,304.9,1,1,2023-09-03,1458,Terra,MODIS,45,61.03,294.7,5.2,N,0
105.8772,-1.7153,309.2,1,1,2023-09-03,1458,Terra,MODIS,74,61.03,295,7.5,N,0
106.5253,-2.7958,322.8,1.3,1.1,2023-09-05,0636,Aqua,MODIS,76,61.03,293.2,19.3,D,0
106.1283,-2.7799,346.4,1.4,1.2,2023-09-05,0636,Aqua,MODIS,94,61.03,296.1,76,D,0
106.5834,-2.6755,316.2,1.3,1.1,2023-09-05,0636,Aqua,MODIS,62,61.03,293.8,10.6,D,0
106.0644,-2.7185,316.9,1.4,1.2,2023-09-05,0636,Aqua,MODIS,71,61.03,296.4,13.3,D,0
105.333,-1.9254,311.2,1.5,1.2,2023-09-05,0636,Aqua,MODIS,63,61.03,274.9,16,D,0
105.2157,-1.9905,314.2,1,1,2023-09-06,0303,Terra,MODIS,64,61.03,293.5,5.1,D,0
106.4092,-2.5939,307,1.1,1.1,2023-09-08,1505,Terra,MODIS,66,61.03,293.8,6.6,N,0
107.5931,-3.0583,311.7,1.3,1.1,2023-09-08,1505,Terra,MODIS,76,61.03,294.6,12.6,N,0
105.9425,-1.8692,312.2,1.1,1,2023-09-08,1506,Terra,MODIS,83,61.03,293.7,10.2,N,0
105.9329,-1.8706,318.2,1.1,1,2023-09-08,1506,Terra,MODIS,96,61.03,293.8,15.8,N,0
106.1915,-2.5536,308.6,3,1.7,2023-09-09,0327,Terra,MODIS,36,61.03,289.7,25.4,D,0
106.894,-2.959,317.7,1,1,2023-09-10,0648,Aqua,MODIS,51,61.03,298.3,7.8,D,0
106.8851,-2.9603,323.9,1,1,2023-09-10,0648,Aqua,MODIS,76,61.03,298,14.2,D,0
106.5102,-2.8939,318.4,1,1,2023-09-10,0648,Aqua,MODIS,63,61.03,301.5,8.5,D,0
106.3758,-2.9043,320.3,1,1,2023-09-10,0648,Aqua,MODIS,71,61.03,299.4,9.4,D,0
106.3914,-2.8014,313.5,1,1,2023-09-10,0648,Aqua,MODIS,35,61.03,296.4,6.3,D,0
106.2501,-2.7472,318.1,1,1,2023-09-10,0648,Aqua,MODIS,67,61.03,299.7,7.2,D,0
106.4811,-2.6314,327.9,1,1,2023-09-10,0648,Aqua,MODIS,80,61.03,298.5,18.2,D,0
106.1248,-2.6738,363.7,1,1,2023-09-10,0648,Aqua,MODIS,100,61.03,300.1,88.8,D,0
106.1159,-2.6751,373.5,1,1,2023-09-10,0648,Aqua,MODIS,100,61.03,301,120.9,D,0
105.9348,-2.683,315.8,1,1,2023-09-10,0648,Aqua,MODIS,45,61.03,296.5,5.8,D,0
105.9258,-2.6843,323.6,1,1,2023-09-10,0648,Aqua,MODIS,75,61.03,297.5,13.3,D,0
106.4924,-2.5843,318.4,1,1,2023-09-10,0648,Aqua,MODIS,66,61.03,300.7,6,D,0
106.4835,-2.5856,322,1,1,2023-09-10,0648,Aqua,MODIS,73,61.03,301.2,9.7,D,0
106.3919,-2.5607,319.1,1,1,2023-09-10,0648,Aqua,MODIS,53,61.03,298.9,9.1,D,0
106.2018,-2.5609,317.1,1,1,2023-09-10,0648,Aqua,MODIS,63,61.03,298.6,5.6,D,0
106.156,-2.3923,322.7,1,1,2023-09-10,0648,Aqua,MODIS,74,61.03,296.1,13.6,D,0
106.0712,-1.9536,321.5,1,1,2023-09-10,0649,Aqua,MODIS,73,61.03,300.2,8.7,D,0
106.1448,-2.7429,305.5,1.2,1.1,2023-09-10,1449,Terra,MODIS,65,61.03,294.1,6.1,N,0
105.9702,-1.8624,309.9,2.3,1.5,2023-09-12,1433,Terra,MODIS,79,61.03,292.1,26.7,N,0
105.9652,-1.8647,306.6,2.3,1.5,2023-09-12,1433,Terra,MODIS,69,61.03,292.1,19.3,N,0
106.2176,-2.2546,319.4,1,1,2023-09-13,0254,Terra,MODIS,0,61.03,300.9,8.2,D,0
106.706,-2.6115,317.9,1,1,2023-09-13,0254,Terra,MODIS,63,61.03,301.2,6.4,D,0
106.5234,-2.8309,317.5,2.4,1.5,2023-09-13,0715,Aqua,MODIS,33,61.03,297.4,25.4,D,0
106.266,-2.6418,304.2,1.4,1.2,2023-09-13,1513,Terra,MODIS,58,61.03,291.7,8.4,N,0
106.2533,-2.6437,305.6,1.4,1.2,2023-09-13,1513,Terra,MODIS,65,61.03,291,9.8,N,0
105.8189,-2.1756,310.4,3,1.7,2023-09-14,0619,Aqua,MODIS,25,61.03,290.6,21.4,D,0
105.8118,-2.1747,313.7,3,1.7,2023-09-14,0619,Aqua,MODIS,45,61.03,290.2,34.7,D,0
106.0639,-2.6882,322.2,1.2,1.1,2023-09-15,0701,Aqua,MODIS,71,61.03,300.8,12.8,D,0
106.5604,-2.9104,317.5,1.3,1.1,2023-09-15,0701,Aqua,MODIS,58,61.03,300.3,10.1,D,0
106.5492,-2.9121,317.9,1.3,1.1,2023-09-15,0701,Aqua,MODIS,53,61.03,300.9,9.7,D,0
106.3813,-2.9267,321.1,1.2,1.1,2023-09-15,0701,Aqua,MODIS,69,61.03,301.9,11.7,D,0
106.4114,-2.9021,344.9,1.2,1.1,2023-09-15,0701,Aqua,MODIS,92,61.03,302.9,59.3,D,0
106.4319,-2.4799,332.6,1.3,1.1,2023-09-15,0701,Aqua,MODIS,63,61.03,299,29.6,D,0
106.4207,-2.4816,318.6,1.3,1.1,2023-09-15,0701,Aqua,MODIS,40,61.03,297.9,6.3,D,0
106.2769,-2.5026,325.7,1.2,1.1,2023-09-15,0701,Aqua,MODIS,75,61.03,303,15.1,D,0
106.2379,-2.4356,323.1,1.2,1.1,2023-09-15,0701,Aqua,MODIS,63,61.03,304.2,11.2,D,0
106.2444,-2.4045,322.2,1.2,1.1,2023-09-15,0701,Aqua,MODIS,62,61.03,302.5,10.1,D,0
105.3089,-1.9792,316.5,1.1,1.1,2023-09-15,0701,Aqua,MODIS,63,61.03,289.5,10.9,D,0
105.5845,-1.7742,321.2,1.2,1.1,2023-09-15,0701,Aqua,MODIS,61,61.03,299.3,12.7,D,0
105.5743,-1.7757,330.3,1.2,1.1,2023-09-15,0701,Aqua,MODIS,71,61.03,295.4,26.8,D,0
105.5126,-1.581,321.1,1.2,1.1,2023-09-15,0701,Aqua,MODIS,64,61.03,302.9,10.3,D,0
106.5973,-2.7215,311.3,1,1,2023-09-15,1456,Terra,MODIS,81,61.03,294.7,8,N,0
105.7338,-1.849,307.3,1,1,2023-09-15,1457,Terra,MODIS,66,61.03,293.2,6.1,N,0
105.3691,-2.107,310.9,1.7,1.3,2023-09-16,0318,Terra,MODIS,47,61.03,292.1,12.2,D,0
106.2409,-2.3495,320.2,1,1,2023-09-17,0646,Aqua,MODIS,61,61.03,298.6,9,D,0
106.3818,-2.7241,303.1,2.1,1.4,2023-09-18,1521,Terra,MODIS,53,61.03,289.8,10.5,N,0
106.2769,-2.4531,320.2,1.6,1.2,2023-09-19,0632,Aqua,MODIS,71,61.03,297.3,16.3,D,0
106.815,-2.9054,312.1,1.1,1.1,2023-09-20,1504,Terra,MODIS,83,61.03,295,10.7,N,0
106.805,-2.9069,314.4,1.1,1.1,2023-09-20,1504,Terra,MODIS,88,61.03,295.2,12.8,N,0
106.5923,-2.5882,314.8,1.1,1.1,2023-09-20,1504,Terra,MODIS,89,61.03,295.1,12.6,N,0
105.223,-2.0084,307.3,1,1,2023-09-20,1504,Terra,MODIS,69,61.03,293.5,6,N,0
105.8099,-1.6958,319.6,1.1,1,2023-09-20,1504,Terra,MODIS,99,61.03,294.3,16.8,N,0
105.8006,-1.6971,311.9,1.1,1,2023-09-20,1504,Terra,MODIS,82,61.03,293.8,9.7,N,0
106.1333,-2.3345,320.1,2.9,1.6,2023-09-21,0326,Terra,MODIS,75,61.03,294.4,58.6,D,0
105.9319,-2.3371,315.5,3.3,1.7,2023-09-21,0617,Aqua,MODIS,53,61.03,292.5,50.5,D,0
106.2082,-2.523,305.7,1.1,1.1,2023-09-21,1839,Aqua,MODIS,65,61.03,287.1,8.3,N,0
106.2263,-2.4762,325.4,1.1,1.1,2023-09-22,0659,Aqua,MODIS,76,61.03,300.1,15.9,D,0
106.1557,-2.3854,314.9,1.1,1.1,2023-09-22,0659,Aqua,MODIS,56,61.03,294.9,6.8,D,0
106.1059,-2.2999,321.4,1.1,1.1,2023-09-22,0659,Aqua,MODIS,74,61.03,285.3,16.9,D,0
106.6032,-2.6429,305.7,1.1,1.1,2023-09-22,1448,Terra,MODIS,65,61.03,293.6,5.7,N,0
106.6132,-2.6415,309.7,1.1,1.1,2023-09-22,1448,Terra,MODIS,78,61.03,294,8.8,N,0
106.5271,-2.8994,320.1,1,1,2023-09-24,0644,Aqua,MODIS,72,61.03,299.7,10.9,D,0
106.5178,-2.9007,318.8,1.1,1,2023-09-24,0644,Aqua,MODIS,58,61.03,300.3,9.3,D,0
106.3961,-2.918,323.5,1.1,1,2023-09-24,0644,Aqua,MODIS,76,61.03,302.1,12.9,D,0
106.3867,-2.9194,318.2,1.1,1,2023-09-24,0644,Aqua,MODIS,69,61.03,301.6,7,D,0
106.0697,-2.6688,320.4,1.1,1,2023-09-24,0644,Aqua,MODIS,71,61.03,300.9,10.3,D,0
105.9536,-2.6853,322,1.1,1,2023-09-24,0644,Aqua,MODIS,74,61.03,302.4,12,D,0
105.9439,-2.6867,331.5,1.1,1,2023-09-24,0644,Aqua,MODIS,83,61.03,302.2,24.4,D,0
106.2791,-2.4551,327.7,1.1,1,2023-09-24,0644,Aqua,MODIS,80,61.03,299.1,18.1,D,0
105.9007,-2.1596,322.9,1.1,1,2023-09-24,0644,Aqua,MODIS,76,61.03,296.1,13.4,D,0
106.0438,-2.1041,312.5,1.1,1,2023-09-24,0644,Aqua,MODIS,30,61.03,294.2,4.4,D,0
105.8184,-2.1083,358.6,1.1,1,2023-09-24,0644,Aqua,MODIS,99,61.03,298.1,86.2,D,0
105.8087,-2.1097,348.7,1.1,1,2023-09-24,0644,Aqua,MODIS,95,61.03,292.1,60.7,D,0
105.8171,-2.099,330.4,1.1,1,2023-09-24,0644,Aqua,MODIS,79,61.03,289.4,26.6,D,0
105.8165,-2.1031,322.2,1,1,2023-09-25,0253,Terra,MODIS,74,61.03,301.3,12.2,D,0
106.1915,-2.2694,317.1,1,1,2023-09-25,0253,Terra,MODIS,51,61.03,299.4,6.6,D,0
106.442,-2.6642,315.8,1,1,2023-09-25,0253,Terra,MODIS,48,61.03,295.9,5.3,D,0
105.9355,-2.4196,333.9,1.3,1.1,2023-09-25,1512,Terra,MODIS,100,61.03,294.1,49.7,N,0
105.9238,-2.4213,303.7,1.3,1.1,2023-09-25,1512,Terra,MODIS,53,61.03,293.5,5.9,N,0
106.5189,-2.8484,321,1.7,1.3,2023-09-26,0629,Aqua,MODIS,46,61.03,300.5,20.5,D,0
106.523,-2.7655,321.7,1.7,1.3,2023-09-26,0629,Aqua,MODIS,72,61.03,298.4,23.8,D,0
106.189,-2.8114,317,1.9,1.3,2023-09-26,0629,Aqua,MODIS,59,61.03,297.7,14,D,0
106.1725,-2.8137,316.2,1.9,1.3,2023-09-26,0629,Aqua,MODIS,43,61.03,297.9,13,D,0
106.5337,-2.7668,321,1.7,1.3,2023-09-26,0629,Aqua,MODIS,74,61.03,297.7,24.9,D,0
106.1831,-2.8057,320.7,1.9,1.3,2023-09-26,0629,Aqua,MODIS,74,61.03,297.8,24,D,0
106.6621,-2.69,323.9,1.7,1.3,2023-09-26,0629,Aqua,MODIS,0,61.03,298.7,27.2,D,0
106.2759,-2.4329,325.1,1.8,1.3,2023-09-26,0630,Aqua,MODIS,57,61.03,291.9,40.2,D,0
106.2599,-2.4351,321.3,1.8,1.3,2023-09-26,0630,Aqua,MODIS,54,61.03,293.5,31.1,D,0
106.2698,-2.4261,328.6,1.8,1.3,2023-09-26,0630,Aqua,MODIS,81,61.03,292.8,46.2,D,0
105.8133,-2.1008,335.5,1.9,1.4,2023-09-26,0630,Aqua,MODIS,87,61.03,285.6,80.8,D,0
105.7963,-2.1032,329.8,1.9,1.4,2023-09-26,0630,Aqua,MODIS,83,61.03,289.6,60.8,D,0
105.4542,-2.1016,318.5,2.1,1.4,2023-09-26,0630,Aqua,MODIS,0,61.03,298.2,26.3,D,0
105.4471,-2.0993,319.2,2.1,1.4,2023-09-26,0630,Aqua,MODIS,0,61.03,298.3,29.2,D,0
106.2773,-2.4387,330.8,1.8,1.3,2023-09-27,0711,Aqua,MODIS,80,61.03,304.5,39.7,D,0
106.2612,-2.4411,325.4,1.8,1.3,2023-09-27,0711,Aqua,MODIS,69,61.03,303.1,23.4,D,0
106.2576,-2.4176,327.4,1.8,1.3,2023-09-27,0711,Aqua,MODIS,76,61.03,303,30.4,D,0
106.2528,-2.4236,328.1,1.8,1.3,2023-09-27,0711,Aqua,MODIS,77,61.03,303.8,32.9,D,0
105.4542,-2.0934,318.9,1.6,1.2,2023-09-27,0711,Aqua,MODIS,50,61.03,300.7,16.3,D,0
105.4859,-1.5712,328.1,1.6,1.3,2023-09-27,0711,Aqua,MODIS,59,61.03,300.6,33.5,D,0
106.262,-2.4176,307.5,1,1,2023-09-27,1455,Terra,MODIS,70,61.03,294.2,6.6,N,0
106.2645,-2.4354,324.7,1,1,2023-09-27,1455,Terra,MODIS,100,61.03,294.6,21.2,N,0
106.5868,-2.5835,307.9,1,1,2023-09-27,1455,Terra,MODIS,71,61.03,295.4,5.7,N,0
106.5957,-2.5822,308.7,1,1,2023-09-27,1455,Terra,MODIS,74,61.03,295.7,6.2,N,0
106.294,-2.727,308.3,1,1,2023-09-27,1455,Terra,MODIS,74,61.03,293.6,7.4,N,0
106.3683,-2.8904,315.3,1,1,2023-09-27,1455,Terra,MODIS,91,61.03,294.5,12.2,N,0
105.8454,-2.0846,317.9,1.8,1.3,2023-09-28,0317,Terra,MODIS,67,61.03,299.5,17.1,D,0
105.8402,-2.0807,321.3,1.8,1.3,2023-09-28,0317,Terra,MODIS,69,61.03,300.2,23.7,D,0
105.8742,-2.4081,337.5,1.8,1.3,2023-09-28,0317,Terra,MODIS,66,61.03,297.7,81.5,D,0
105.9724,-2.0303,313.5,3.7,1.8,2023-09-28,0615,Aqua,MODIS,58,61.03,295.8,30.1,D,0
106.2517,-2.4521,315.8,3.6,1.8,2023-09-28,0615,Aqua,MODIS,49,61.03,294.6,34.5,D,0
106.2579,-2.4462,316.1,3.6,1.8,2023-09-28,0615,Aqua,MODIS,47,61.03,294.2,33.7,D,0
106.2397,-2.438,306,1.2,1.1,2023-09-28,1837,Aqua,MODIS,40,61.03,291.7,8.1,N,0
106.376,-2.9333,316,1.1,1,2023-09-29,0656,Aqua,MODIS,22,61.03,297,5.3,D,0
106.1665,-2.8536,321.1,1.1,1,2023-09-29,0656,Aqua,MODIS,65,61.03,300.4,8.4,D,0
106.1572,-2.855,320.1,1.1,1,2023-09-29,0656,Aqua,MODIS,55,61.03,300.4,7.2,D,0
105.9681,-2.7712,317.8,1,1,2023-09-29,0656,Aqua,MODIS,19,61.03,299.8,7.6,D,0
106.0801,-2.6726,332.8,1,1,2023-09-29,0656,Aqua,MODIS,83,61.03,299.5,24.1,D,0
106.1003,-2.5955,329.5,1.1,1,2023-09-29,0656,Aqua,MODIS,79,61.03,298.2,21.6,D,0
106.3158,-2.6794,307.3,1.6,1.3,2023-09-29,1438,Terra,MODIS,71,61.03,291.3,13.3,N,0
106.5658,-2.8975,305.2,1.6,1.2,2023-09-29,1438,Terra,MODIS,63,61.03,292.3,9.6,N,0
